CCN,State,Provider Name,City,Ownership Type,ESRD Network,NPI,Chain Name,Modality,Alternate CCN(s)
192522,LA,BMA NEW IBERIA,NEW IBERIA,For Profit,13,1306958145,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,192522
192523,LA,FLEUR DE LIS DIALYSIS,NEW ORLEANS,For Profit,13,1114986288,DAVITA,Hemodialysis and Peritoneal Dialysis,192523
192524,LA,FRESENIUS MEDICAL CARE MANCUSO,BATON ROUGE,For Profit,13,1972942811,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,192524
192525,LA,NATCHITOCHES DIALYSIS CENTER,NATCHITOCHES,For Profit,13,1154433902,FRESENIUS MEDICAL CARE,Hemodialysis,192525
192530,LA,DIALYSIS CENTER OF SHREVEPORT,SHREVEPORT,For Profit,13,1164534913,FRESENIUS MEDICAL CARE,Hemodialysis,192530
192531,LA,FRESENIUS MEDICAL CARE NEW ORLEANS,NEW ORLEANS,For Profit,13,1497862130,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,192531
192532,LA,BOSSIER REGIONAL DIALYSIS CENTER,BOSSIER CITY,For Profit,13,1245342096,FRESENIUS MEDICAL CARE,Hemodialysis,192532
192533,LA,BIENVILLE DIALYSIS CENTER,NEW ORLEANS,For Profit,13,1447295829,INDEPENDENT,Hemodialysis,192533
192534,LA,CHATEAU DIALYSIS,KENNER,For Profit,13,1477512515,DAVITA,Hemodialysis and Peritoneal Dialysis,192534
192538,LA,CROWLEY DIALYSIS CENTER,CROWLEY,For Profit,13,1841302684,FRESENIUS MEDICAL CARE,Hemodialysis,192538
192539,LA,FRESENIUS MEDICAL CARE BAKER,BAKER,For Profit,13,1851731723,FRESENIUS MEDICAL CARE,Hemodialysis,192539
192540,LA,BOGALUSA KIDNEY CARE,BOGALUSA,For Profit,13,1104885243,DAVITA,Hemodialysis,192540
192541,LA,BMA MINDEN,MINDEN,For Profit,13,1063524817,FRESENIUS MEDICAL CARE,Hemodialysis,192541
192543,LA,LAPLACE DIALYSIS CENTER,LAPLACE,For Profit,13,1669417887,INDEPENDENT,Hemodialysis and Peritoneal Dialysis,192543
192544,LA,PONTCHARTRAIN KIDNEY CENTER,COVINGTON,For Profit,13,1063524825,FRESENIUS MEDICAL CARE,Hemodialysis,192544
192548,LA,MORGAN CITY DIALYSIS CENTER,MORGAN CITY,For Profit,13,1730124876,INDEPENDENT,Hemodialysis,192548
192551,LA,MAGNOLIA DIALYSIS,GONZALES,For Profit,13,1760441802,DAVITA,Hemodialysis and Peritoneal Dialysis,192551
192552,LA,SOUTHERN DIALYSIS SERVICES,HOUMA,For Profit,13,1134231970,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,192552
192555,LA,BMA BUNKIE,BUNKIE,For Profit,13,1225140072,FRESENIUS MEDICAL CARE,Hemodialysis,192555
192556,LA,SLIDELL KIDNEY CARE,SLIDELL,For Profit,13,1760441836,DAVITA,Hemodialysis and Peritoneal Dialysis,192556
192557,LA,FRESENIUS KIDNEY CARE AMITE,AMITE,For Profit,13,1588776322,FRESENIUS MEDICAL CARE,Hemodialysis,192557
192558,LA,FMS BATON ROUGE FOSTER DRIVE DIALYSIS SERVICES,BATON ROUGE,For Profit,13,1497194476,FRESENIUS MEDICAL CARE,Hemodialysis,192558
192560,LA,VERMILION PARISH DIALYSIS CENTER,ABBEVILLE,For Profit,13,1659483402,FRESENIUS MEDICAL CARE,Hemodialysis,192560
192562,LA,NORTH SHREVEPORT DIALYSIS CENTER,SHREVEPORT,For Profit,13,1760594527,FRESENIUS MEDICAL CARE,Hemodialysis,192562
192563,LA,FRESENIUS MEDICAL CARE FERRIDAY,VIDALIA,For Profit,13,1528170370,FRESENIUS MEDICAL CARE,Hemodialysis,192563
192564,LA,DELHI DIALYSIS CENTER,DELHI,For Profit,13,1790897528,FRESENIUS MEDICAL CARE,Hemodialysis,192564
192565,LA,QUALITY CARE DIALYSIS CENTER OF HAMMOND,HAMMOND,For Profit,13,1881706646,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,192565
192566,LA,FMC EUNICE,EUNICE,For Profit,13,1508978362,FRESENIUS MEDICAL CARE,Hemodialysis,192566
192568,LA,BMA WESTPORT,PORT ALLEN,For Profit,13,1114367083,FRESENIUS MEDICAL CARE,Hemodialysis,192568
192572,LA,FRESENIUS MEDICAL CARE DONALDSONVILLE,DONALDSONVILLE,For Profit,13,1275592321,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,192572
192573,LA,RCG - DELTA,DELTA,For Profit,13,1124130828,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,192573
192574,LA,BAYOU LAFOURCHE ARTIFICIAL KIDNEY CENTER,THIBODAUX,For Profit,13,1790897544,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,192574
192575,LA,DIALYSIS CLINIC INC - TULANE,NEW ORLEANS,Non-profit,13,1548293921,"DIALYSIS CLINIC, INC.",Hemodialysis and Peritoneal Dialysis,192575
192577,LA,BMA PINEVILLE,PINEVILLE,For Profit,13,1255443081,FRESENIUS MEDICAL CARE,Hemodialysis,192577
192578,LA,RACELAND DIALYSIS CENTER,RACELAND,For Profit,13,1992732242,INDEPENDENT,Hemodialysis,192578
192579,LA,FRESENIUS MEDICAL CARE OF SOUTHWEST SHREVEPORT,SHREVEPORT,For Profit,13,1245342005,FRESENIUS MEDICAL CARE,Hemodialysis,192579
192580,LA,NORTH LAFAYETTE DIALYSIS CENTER,LAFAYETTE,For Profit,13,1578665956,FRESENIUS MEDICAL CARE,Hemodialysis,192580
192581,LA,NEW ORLEANS UPTOWN DIALYSIS,NEW ORLEANS,For Profit,13,1952360026,DAVITA,Hemodialysis and Peritoneal Dialysis,192581
192582,LA,BMA OUACHITA DIALYSIS,WEST MONROE,For Profit,13,1922110782,FRESENIUS MEDICAL CARE,Hemodialysis,192582
192584,LA,DIALYSIS CLINIC INC - GRETNA,GRETNA,Non-profit,13,1265465645,"DIALYSIS CLINIC, INC.",Hemodialysis and Peritoneal Dialysis,192584
192586,LA,DIALYSIS CLINIC INC - SHREVEPORT,SHREVEPORT,Non-profit,13,1356374730,"DIALYSIS CLINIC, INC.",Hemodialysis and Peritoneal Dialysis,192586
192587,LA,BMA FRANKLIN,FRANKLIN,For Profit,13,1467564211,FRESENIUS MEDICAL CARE,Hemodialysis,192587
192588,LA,FRESENIUS KIDNEY CARE EAST LAKE CHARLES,LAKE CHARLES,For Profit,13,1306848205,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,192588
192589,LA,BMA PICARDY,BATON ROUGE,For Profit,13,1124467105,FRESENIUS MEDICAL CARE,Hemodialysis,192589
192592,LA,BMA ZACHARY,ZACHARY,For Profit,13,1932549805,FRESENIUS MEDICAL CARE,Hemodialysis,192592
192593,LA,"VACHERIE DIALYSIS CENTER, INC",VACHERIE,For Profit,13,1659309201,INDEPENDENT,Hemodialysis,192593
192597,LA,LAKE CHARLES SOUTHWEST DIALYSIS,LAKE CHARLES,For Profit,13,1154380228,DAVITA,Hemodialysis and Peritoneal Dialysis,192597
192598,LA,DERIDDER DIALYSIS,DERIDDER,For Profit,13,1144289281,DAVITA,Hemodialysis,192598
192599,LA,KENNER REGIONAL DIALYSIS CENTER,KENNER,For Profit,13,1679532733,DAVITA,Hemodialysis,192599
192601,LA,BMA OF WINNFIELD,WINNFIELD,For Profit,13,1265544027,FRESENIUS MEDICAL CARE,Hemodialysis,192601
192602,LA,BMA NEW ROADS DIALYSIS CENTER,NEW ROADS,For Profit,13,1922448893,FRESENIUS MEDICAL CARE,Hemodialysis,192602
192603,LA,JENNINGS DIALYSIS CENTER,JENNINGS,For Profit,13,1255443016,FRESENIUS MEDICAL CARE,Hemodialysis,192603
192604,LA,BMA WINNSBORO,WINNSBORO,For Profit,13,1831201680,FRESENIUS MEDICAL CARE,Hemodialysis,192604
192605,LA,BMA DESOTO PARISH,MANSFIELD,For Profit,13,1073625836,FRESENIUS MEDICAL CARE,Hemodialysis,192605
192606,LA,BMA PLAQUEMINE,PLAQUEMINE,For Profit,13,1417397399,FRESENIUS MEDICAL CARE,Hemodialysis,192606
192608,LA,MEMORIAL DIALYSIS CENTER,NEW ORLEANS,For Profit,13,1053370122,DAVITA,Hemodialysis and Peritoneal Dialysis,192608
192609,LA,BMA OAK GROVE DIALYSIS CENTER,OAK GROVE,For Profit,13,1962514729,FRESENIUS MEDICAL CARE,Hemodialysis,192609
192610,LA,BMA AIRLINE DIALYSIS CENTER,BATON ROUGE,For Profit,13,1477993343,FRESENIUS MEDICAL CARE,Hemodialysis,192610
192611,LA,BMA EAST NATCHITOCHES,NATCHITOCHES,For Profit,13,1477655850,FRESENIUS MEDICAL CARE,Hemodialysis,192611
192612,LA,SULPHUR DIALYSIS,SULPHUR,For Profit,13,1588623656,DAVITA,Hemodialysis,192612
192613,LA,"DIALYSIS SYSTEMS OF COVINGTON, LLC",COVINGTON,For Profit,13,1053370106,DAVITA,Hemodialysis and Peritoneal Dialysis,192613
192614,LA,FMC DIALYSIS SERVICES SOUTH ALEXANDRIA,ALEXANDRIA,For Profit,13,1386746766,FRESENIUS MEDICAL CARE,Hemodialysis,192614
192615,LA,WASHINGTON PARISH DIALYSIS,FRANKLINTON,For Profit,13,1912966839,DAVITA,Hemodialysis,192615
192616,LA,EAST BATON ROUGE DIALYSIS,BATON ROUGE,For Profit,13,1477509420,DAVITA,Hemodialysis and Peritoneal Dialysis,192616
192617,LA,DCI  EUNICE,EUNICE,Non-profit,13,1679506059,"DIALYSIS CLINIC, INC.",Hemodialysis,192617
192618,LA,FMC DIALYSIS SERVICES VILLE PLATTE,VILLE PLATTE,For Profit,13,1225140080,FRESENIUS MEDICAL CARE,Hemodialysis,192618
192623,LA,FMC DIALYSIS SERVICES CALDWELL PARISH,COLUMBIA,For Profit,13,1023120888,FRESENIUS MEDICAL CARE,Hemodialysis,192623
192625,LA,"DIALYSIS CLINIC, INC - NEW ORLEANS EAST",NEW ORLEANS,Non-profit,13,1043409402,"DIALYSIS CLINIC, INC.",Hemodialysis,192625
192626,LA,DIALYSIS SYSTEMS OF HAMMOND,HAMMOND,For Profit,13,1811043599,DAVITA,Unavailable,192626
192627,LA,FRESENIUS MEDICAL CARE NORTH MONROE,MONROE,For Profit,13,1134188204,FRESENIUS MEDICAL CARE,Hemodialysis,192627
192628,LA,FRESENIUS MEDICAL CARE UNION PARISH,FARMERVILLE,For Profit,13,1144289208,FRESENIUS MEDICAL CARE,Hemodialysis,192628
192630,LA,LINCOLN KIDNEY CENTER,RUSTON,For Profit,13,1417069253,FRESENIUS MEDICAL CARE,Hemodialysis,192630
192631,LA,FMC DIALYSIS SERVICE OF SOUTH SHREVEPORT,SHREVEPORT,For Profit,13,1700988185,FRESENIUS MEDICAL CARE,Hemodialysis,192631
192632,LA,FMC DIALYSIS SERVICES NORTH BOULEVARD,BATON ROUGE,For Profit,13,1275973141,FRESENIUS MEDICAL CARE,Hemodialysis,192632
192633,LA,FMC FARMERVILLE DIALYSIS,FARMERVILLE,For Profit,13,1194837963,FRESENIUS MEDICAL CARE,Hemodialysis,192633
192635,LA,MONROE KIDNEY CENTER,MONROE,For Profit,13,1326150160,FRESENIUS MEDICAL CARE,Hemodialysis,192635
192636,LA,D C I KIDNEY CARE OF ACADIANA,NEW IBERIA,For Profit,13,1992108229,"DIALYSIS CLINIC, INC.",Hemodialysis,192636
192637,LA,FMC DIALYSIS SERVICES AVONDALE,AVONDALE,For Profit,13,1861504623,FRESENIUS MEDICAL CARE,Hemodialysis,192637
192638,LA,FMC DIALYSIS SERVICES  EAST MINDEN,MINDEN,For Profit,13,1730281114,FRESENIUS MEDICAL CARE,Hemodialysis,192638
192640,LA,FMC DIALYSIS SERVICES KENTWOOD,KENTWOOD,For Profit,13,1427160258,FRESENIUS MEDICAL CARE,Hemodialysis,192640
192641,LA,FMC DIALYSIS SERVICES COUSHATTA,COUSHATTA,For Profit,13,1518079342,FRESENIUS MEDICAL CARE,Hemodialysis,192641
192643,LA,FMC DIALYSIS SERVICES BREAUX BRIDGE,BREAUX BRIDGE,For Profit,13,1700998580,FRESENIUS MEDICAL CARE,Hemodialysis,192643
192644,LA,FRESENIUS MEDICAL CARE ASCENSION,PRAIRIEVILLE,For Profit,13,1992145866,FRESENIUS MEDICAL CARE,Hemodialysis,192644
192649,LA,FMC DIALYSIS SERVICES SUNSET,SUNSET,For Profit,13,1609988443,FRESENIUS MEDICAL CARE,Hemodialysis,192649
192650,LA,"DIALYSIS CLINIC, INC - EAST SHREVEPORT",SHREVEPORT,Non-profit,13,1295768687,"DIALYSIS CLINIC, INC.",Hemodialysis and Peritoneal Dialysis,192650
192651,LA,D C I KIDNEY CARE OF ACADIANA,LAFAYETTE,For Profit,13,1245304674,"DIALYSIS CLINIC, INC.",Hemodialysis,192651
192652,LA,FMC DIALYSIS SERVICES  FELICIANAS,JACKSON,For Profit,13,1538509401,FRESENIUS MEDICAL CARE,Hemodialysis,192652
192653,LA,FRESENIUS MEDICAL CARE ST CHARLES,SAINT ROSE,For Profit,13,1457468118,FRESENIUS MEDICAL CARE,Hemodialysis,192653
192656,LA,DIALYSIS CLINIC INC - CROWLEY,CROWLEY,Non-profit,13,1447281340,"DIALYSIS CLINIC, INC.",Hemodialysis and Peritoneal Dialysis,192656
192657,LA,FMCNA DIALYSIS SERVICES MAMOU,MAMOU,For Profit,13,1992710479,FRESENIUS MEDICAL CARE,Hemodialysis,192657
192658,LA,FMCNA DIALYSIS SERVICES OF WEST SHREVEPORT,SHREVEPORT,For Profit,13,1336251164,FRESENIUS MEDICAL CARE,Hemodialysis,192658
192659,LA,"LEESVILLE DIALYSIS CENTER, LLC",LEESVILLE,For Profit,13,1497870885,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,192659
192663,LA,FRESENIUS MEDICAL CARE OF HOMER,HOMER,For Profit,13,1245342088,FRESENIUS MEDICAL CARE,Hemodialysis,192663
192665,LA,KIDNEY TREATMENT OPTIONS CENTER OF OPELOUSAS,OPELOUSAS,For Profit,13,1760401905,"DIALYSIS CLINIC, INC.",Hemodialysis and Peritoneal Dialysis,192665
192666,LA,NORTHSHORE KIDNEY CENTER,SLIDELL,For Profit,13,1689633752,DAVITA,Unavailable,192666
192669,LA,"DIALYSIS CLINIC, INC -  NORTH SHREVEPORT",SHREVEPORT,Non-profit,13,1679592810,"DIALYSIS CLINIC, INC.",Hemodialysis,192669
192670,LA,FRESENIUS MEDICAL CARE WESTBANK,MARRERO,For Profit,13,1699882340,FRESENIUS MEDICAL CARE,Hemodialysis,192670
192671,LA,FMC DIALYSIS SERVICES OF BON CARRE,BATON ROUGE,For Profit,13,1619317591,FRESENIUS MEDICAL CARE,Hemodialysis,192671
192674,LA,FRESENIUS KIDNEY CARE TCHEFUNCTE RIVER,MADISONVILLE,For Profit,13,1942209713,INDEPENDENT,Hemodialysis and Peritoneal Dialysis,192674
192676,LA,FRESENIUS MEDICAL CARE MOREHOUSE PARISH DIALYSIS,BASTROP,For Profit,13,1760500144,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,192676
192677,LA,FRESENIUS MEDICAL CARE RICHLAND PARISH DIALYSIS CE,RAYVILLE,For Profit,13,1831214204,FRESENIUS MEDICAL CARE,Hemodialysis,192677
192678,LA,METAIRIE DIALYSIS CENTER,METAIRIE,For Profit,13,1104921923,DAVITA,Hemodialysis and Peritoneal Dialysis,192678
192680,LA,FRESENIUS KIDNEY CARE O'NEAL LANE,BATON ROUGE,For Profit,13,1730128158,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,192680
192681,LA,RIVER PARISHES DIALYSIS,LA PLACE,For Profit,13,1619079647,DAVITA,Hemodialysis and Peritoneal Dialysis,192681
192682,LA,METAIRIE KIDNEY CENTER,METAIRIE,For Profit,13,1053424606,INDEPENDENT,Hemodialysis,192682
192683,LA,OAKWOOD DIALYSIS CENTER,GRETNA,For Profit,13,1417975442,DAVITA,Hemodialysis,192683
192684,LA,FRESENIUS KIDNEY CARE WALKER,WALKER,For Profit,13,1790723856,FRESENIUS MEDICAL CARE,Hemodialysis,192684
192685,LA,FRESENIUS MEDICAL CARE OF EAST LAFAYETTE,LAFAYETTE,For Profit,13,1104856269,FRESENIUS MEDICAL CARE,Hemodialysis,192685
192686,LA,FMC OF MANY,MANY,For Profit,13,1215948666,FRESENIUS MEDICAL CARE,Hemodialysis,192686
192687,LA,"DIALYSIS CLINIC, INC - JENNINGS",JENNINGS,Non-profit,13,1740206317,"DIALYSIS CLINIC, INC.",Hemodialysis and Peritoneal Dialysis,192687
192688,LA,FRESENIUS MEDICAL CARE OF RUSTON,RUSTON,For Profit,13,1366541708,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,192688
192689,LA,GARDEN DISTRICT DIALYSIS,NEW ORLEANS,For Profit,13,1467502153,DAVITA,Hemodialysis and Peritoneal Dialysis,192689
192690,LA,NEW ORLEANS KIDNEY CENTER LLC,NEW ORLEANS,For Profit,13,1629131016,AMERICAN RENAL ASSOCIATES,Hemodialysis and Peritoneal Dialysis,192690
192691,LA,FRESENIUS MEDICAL CARE KENNER,KENNER,For Profit,13,1447381280,FRESENIUS MEDICAL CARE,Hemodialysis,192691
192692,LA,FRESENIUS MEDICAL CARE DENHAM SPRINGS,DENHAM SPRINGS,For Profit,13,1891135760,FRESENIUS MEDICAL CARE,Hemodialysis,192692
192693,LA,FRESENIUS MEDICAL CARE SLIDELL,SLIDELL,For Profit,13,1013101138,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,192693
192694,LA,MARRERO DIALYSIS,HARVEY,For Profit,13,1659549616,DAVITA,Hemodialysis,192694
192695,LA,BROADMOOR DIALYSIS,SHREVEPORT,For Profit,13,1215121330,DAVITA,Hemodialysis and Peritoneal Dialysis,192695
192696,LA,CRESCENT CITY DIALYSIS CENTER,NEW ORLEANS,For Profit,13,1225227457,DAVITA,Hemodialysis and Peritoneal Dialysis,192696
192697,LA,FRESENIUS MEDICAL CARE BARATARIA,MARRERO,For Profit,13,1821269267,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,192697
192698,LA,FRESENIUS MEDICAL CARE PIERREMONT,SHREVEPORT,For Profit,13,1033380589,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,192698
192699,LA,FRESENIUS MEDICAL CARE OF SOUTH BOSSIER,BOSSIER CITY,For Profit,13,1679744122,FRESENIUS MEDICAL CARE,Hemodialysis,192699
192700,LA,ST JAMES DIALYSIS CENTER INC,GRAMERCY,For Profit,13,1487821880,INDEPENDENT,Hemodialysis,192700
192701,LA,FRESENIUS MEDICAL CARE WEST MONROE,WEST MONROE,For Profit,13,1558502997,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,192701
192702,LA,FRESENIUS MEDICAL CARE TRINITY,SLIDELL,For Profit,13,1396989984,FRESENIUS MEDICAL CARE,Hemodialysis,192702
192703,LA,KIDNEY TREATMENT OPTIONS CENTER OF LAFAYETTE,LAFAYETTE,For Profit,13,1194989293,"DIALYSIS CLINIC, INC.",Hemodialysis and Peritoneal Dialysis,192703
192704,LA,FRESENIUS MEDICAL CARE CENTRAL LAKE CHARLES DIALYS,LAKE CHARLES,For Profit,13,1558698993,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,192704
192705,LA,FRESENIUS MEDICAL CARE LACOMBE,LACOMBE,For Profit,13,1831422385,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,192705
192706,LA,FRESENIUS MEDICAL CARE HOWELL PLACE,BATON ROUGE,For Profit,13,1790124634,FRESENIUS MEDICAL CARE,Hemodialysis,192706
192707,LA,RIVER BEND DIALYSIS,LULING,For Profit,13,1932421971,DAVITA,Hemodialysis,192707
192708,LA,FRESENIUS KIDNEY CARE EAST HOUMA,HOUMA,For Profit,13,1265743702,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,192708
192709,LA,FRESENIUS MEDICAL CARE NORTH ARNOULT,METAIRIE,For Profit,13,1891019279,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,192709
192710,LA,FRESENIUS KIDNEY CARE ABITA,ABITA SPRINGS,For Profit,13,1710212873,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,192710
192711,LA,RED RIVER DIALYSIS,SHREVEPORT,For Profit,13,1992035232,DAVITA,Hemodialysis,192711
192712,LA,FRESENIUS MEDICAL CARE SOUTH MONROE,MONROE,For Profit,13,1912287756,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,192712
192713,LA,WESTWEGO DIALYSIS,WESTWEGO,For Profit,13,1730432386,DAVITA,Hemodialysis and Peritoneal Dialysis,192713
192714,LA,FRESENIUS MEDICAL CARE NORTH HOUMA,HOUMA,For Profit,13,1467719187,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,192714
192715,LA,NOLA DIALYSIS,NEW ORLEANS,For Profit,13,1518214725,DAVITA,Hemodialysis and Peritoneal Dialysis,192715
192716,LA,ESSEN LANE DIALYSIS,BATON ROUGE,For Profit,13,1568898971,DAVITA,Hemodialysis and Peritoneal Dialysis,192716
192717,LA,MARIGNY DIALYSIS,NEW ORLEANS,For Profit,13,1588090096,DAVITA,Hemodialysis,192717
192718,LA,FRESENIUS KIDNEY CARE KENNER HOME THERAPIES,KENNER,For Profit,13,1831534965,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,192718
192719,LA,ALGIERS DIALYSIS,NEW ORLEANS,For Profit,13,1629491923,DAVITA,Hemodialysis,192719
192720,LA,SCOTLANDVILLE DIALYSIS,BATON ROUGE,For Profit,13,1073936472,DAVITA,Hemodialysis,192720
192721,LA,YOUNGSVILLE DIALYSIS,LAFAYETTE,For Profit,13,1710315478,DAVITA,Hemodialysis and Peritoneal Dialysis,192721
192722,LA,FRESENIUS MEDICAL CARE LAKE FOREST,NEW ORLEANS,For Profit,13,1689078347,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,192722
192723,LA,FRESENIUS MEDICAL CARE J H LEE KIDNEY CENTER,BATON ROUGE,For Profit,13,1700209251,FRESENIUS MEDICAL CARE,Hemodialysis,192723
192724,LA,FREMAUX DIALYSIS,SLIDELL,For Profit,13,1477964054,DAVITA,Hemodialysis,192724
192725,LA,MID CITY DIALYSIS,BATON ROUGE,For Profit,13,1871995969,DAVITA,Hemodialysis,192725
192726,LA,FRESENIUS MEDICAL CARE CRESCENT CITY HOME PROGRAM,METAIRIE,For Profit,13,1790033009,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,192726
192727,LA,FRESENIUS MEDICAL CARE GRETNA,GRETNA,For Profit,13,1831588227,FRESENIUS MEDICAL CARE,Hemodialysis,192727
192728,LA,"KENTWOOD HOME DIALYSIS, LLC",KENTWOOD,For Profit,13,1306240684,INDEPENDENT,Peritoneal Dialysis,192728
192729,LA,WALKER SOUTH DIALYSIS,WALKER,For Profit,13,1841682200,DAVITA,Hemodialysis,192729
192730,LA,FRESENIUS MEDICAL CARE GONZALES,GONZALES,For Profit,13,1861889289,FRESENIUS MEDICAL CARE,Hemodialysis,192730
192731,LA,FRESENIUS MEDICAL CARE NORTH BOSSIER,BOSSIER CITY,For Profit,13,1639558646,FRESENIUS MEDICAL CARE,Hemodialysis,192731
192732,LA,"HAMMOND DIALYSIS CLINIC, LLC",HAMMOND,For Profit,13,1104273457,AMERICAN RENAL ASSOCIATES,Hemodialysis,192732
192733,LA,FRESENIUS KIDNEY CARE OF CENTRAL LOUISIANA,ALEXANDRIA,For Profit,13,1588013940,FRESENIUS MEDICAL CARE,Hemodialysis,192733
192734,LA,FMCNA GREATER BATON ROUGE HOME PROGRAM,BATON ROUGE,For Profit,13,1104299387,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,192734
192735,LA,GENTILLY DIALYSIS,NEW ORLEANS,For Profit,13,1629436845,DAVITA,Hemodialysis,192735
192736,LA,PRAIRIEVILLE DIALYSIS,PRAIRIEVILLE,For Profit,13,1043676802,DAVITA,Hemodialysis,192736
192737,LA,"FRESENIUS MEDICAL CARE LAPLACE , LLC",LAPLACE,For Profit,13,1295182863,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,192737
192738,LA,EARHART DIALYSIS,NEW ORLEANS,For Profit,13,1265886550,DAVITA,Hemodialysis and Peritoneal Dialysis,192738
192739,LA,DIALYSIS CLINIC INC.,NEW IBERIA,For Profit,13,1619424926,"DIALYSIS CLINIC, INC.",Hemodialysis and Peritoneal Dialysis,192739
192740,LA,FRESENIUS KIDNEY CARE CHALMETTE,CHALMETTE,For Profit,13,1790232817,FRESENIUS MEDICAL CARE,Hemodialysis,192740
192741,LA,FRESENIUS KIDNEY CARE NORTH THIBODAUX,THIBODAUX,For Profit,13,1740715093,FRESENIUS MEDICAL CARE,Hemodialysis,192741
192742,LA,FRESENIUS KIDNEY CARE ALGIERS,NEW ORLEANS,For Profit,13,1750808762,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,192742
192743,LA,"DIALYSIS CLINIC, INC. - ST. JAMES",SHREVEPORT,Non-profit,13,1396255311,"DIALYSIS CLINIC, INC.",Hemodialysis,192743
192744,LA,FRESENIUS KIDNEY CARE WASHINGTON PARISH,FRANKLINTON,For Profit,13,1801303383,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,192744
192745,LA,FRESENIUS KIDNEY CARE VETERANS MEMORIAL DIALYSIS C,ABBEVILLE,For Profit,13,1154856615,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,192745
192746,LA,FRESENIUS KIDNEY CARE NEW ORLEANS UPTOWN,NEW ORLEANS,For Profit,13,1629583281,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,192746
192747,LA,FRESENIUS KIDNEY CARE HOUMA HOME PROGRAM,HOUMA,For Profit,13,1649721143,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,192747
192748,LA,FRESENIUS KIDNEY CARE CALCASIEU PARISH DIALYSIS,SULPHUR,For Profit,13,1598213357,FRESENIUS MEDICAL CARE,Hemodialysis,192748
192749,LA,FRESENIUS KIDNEY CARE NORTH CADDO DIALYSIS CENTER,VIVIAN,For Profit,13,1184172926,FRESENIUS MEDICAL CARE,Hemodialysis,192749
192750,LA,COVINGTON TRACE DIALYSIS,COVINGTON,For Profit,13,1881192540,DAVITA,Hemodialysis and Peritoneal Dialysis,192750
192751,LA,FRESENIUS KIDNEY CARE NEW ORLEANS DOWNTOWN,NEW ORLEANS,For Profit,13,1245738996,FRESENIUS MEDICAL CARE,Hemodialysis and Peritoneal Dialysis,192751
192752,LA,FRESENIUS KIDNEY CARE MARKSVILLE,MARKSVILLE,For Profit,13,1215704101,FRESENIUS MEDICAL CARE,Hemodialysis,192752
192753,LA,FRESENIUS KIDNEY CARE BAYOU ROBERTS,ALEXANDRIA,For Profit,13,1710457544,FRESENIUS MEDICAL CARE,Hemodialysis,192753
192754,LA,FRESENIUS KIDNEY CARE GENTILLY,NEW ORLEANS,For Profit,13,1790263697,FRESENIUS MEDICAL CARE,Hemodialysis,192754
192755,LA,DIALYSIS CLINIC INC,BROUSSARD,Non-profit,13,1255997110,"DIALYSIS CLINIC, INC.",Hemodialysis,192755
